cliente_id,eta,anni_fedelta,distanza_pdv_km,formato_pdv,canale,uso_app,n_visite_mese,scontrino_medio,spesa_media_mensile,n_categorie,recency_giorni,pct_promozioni,reclami_12m,quota_freschi,quota_mdd,sensibilita_volantino,reparto_preferito,idx_zona_meteo,giorno_iscrizione_carta,punteggio_sondaggio,churn,spesa_prevista_12m
CN004857,75,11,5.6,Conad,negozio,0,3,8.98,26.5,2,9,0.303,0,0.628,0.368,0.292,gastronomia,13.4,26,4,0,1573.19
CN004858,41,3,2.9,Conad,misto,1,6,24.0,129.27,4,4,0.169,1,0.581,0.282,0.187,cura_casa,20.1,20,4,0,2194.74
CN004859,62,5,3.3,Conad,negozio,0,6,18.18,133.23,3,14,0.453,1,0.613,0.404,0.689,surgelati,17.6,22,6,0,1932.09
CN004860,54,2,0.3,Conad City,misto,1,4,14.02,52.01,5,26,0.669,0,0.427,0.68,0.775,dispensa,19.5,6,10,0,1459.63
CN004861,32,2,4.0,Conad City,online,1,3,5.0,14.53,4,15,0.73,0,0.446,0.766,0.88,gastronomia,12.5,27,6,0,945.43
CN004862,20,0,4.2,Conad City,negozio,0,3,26.64,65.01,4,45,0.046,1,0.604,0.0,0.013,macelleria,14.8,28,4,1,633.68
CN004863,50,6,0.4,Conad,negozio,0,7,40.41,317.82,5,18,0.862,0,0.813,0.775,1.0,pescheria,16.7,9,4,0,5358.58
CN004864,26,0,2.9,Conad City,negozio,1,1,30.2,28.37,3,9,0.382,0,0.65,0.419,0.557,gastronomia,14.0,15,7,0,1294.63
CN004865,35,4,1.4,Conad City,misto,0,4,14.46,47.53,1,23,0.486,0,0.543,0.531,0.708,macelleria,14.4,27,1,0,1090.31
CN004866,38,6,5.0,Conad,misto,1,3,22.07,62.41,2,6,0.13,0,0.593,0.0,0.166,bio_benessere,20.5,17,7,0,1633.29
CN004867,51,5,1.8,Conad Superstore,online,0,8,23.62,201.76,4,9,0.403,0,0.651,0.371,0.45,pescheria,3.6,18,4,0,3285.47
CN004868,67,11,3.1,Conad City,online,0,9,25.87,238.91,2,4,0.588,0,0.482,0.604,0.865,cura_casa,20.3,23,1,0,3184.21
CN004869,48,4,1.6,Conad Superstore,misto,0,3,57.96,175.24,6,23,0.098,2,0.809,0.224,0.212,cura_persona,12.9,19,9,1,2243.87
CN004870,40,2,0.4,Conad City,misto,1,9,17.73,170.26,5,4,0.048,0,0.481,0.112,0.051,bio_benessere,19.6,17,4,0,3073.84
CN004871,18,0,9.6,Conad,negozio,0,1,14.38,14.81,1,110,0.436,0,0.406,0.49,0.518,dispensa,10.7,11,6,1,126.91
CN004872,55,7,1.5,Conad Superstore,negozio,1,8,30.55,273.36,6,10,0.417,0,0.612,0.374,0.465,dispensa,13.5,27,2,0,5432.16
CN004873,48,2,5.0,Conad City,negozio,0,5,5.0,27.7,1,20,0.594,0,0.454,0.534,0.875,gastronomia,17.4,17,4,0,607.47
CN004874,40,0,0.2,Conad,negozio,0,5,5.0,23.19,2,59,0.291,0,0.532,0.508,0.436,dispensa,21.5,5,7,1,390.99
CN004875,65,7,0.2,Conad,online,0,1,19.06,21.24,1,10,0.371,0,0.632,0.357,0.5,dispensa,10.5,7,2,0,1045.45
CN004876,30,0,2.6,Conad,negozio,1,2,19.41,37.6,2,9,0.525,0,0.629,0.448,0.682,surgelati,19.7,4,3,0,1515.66
CN004877,38,4,20.6,Conad City,negozio,1,5,32.92,170.22,5,35,0.595,0,0.675,0.635,0.82,cura_casa,14.6,7,5,0,1321.01
CN004878,44,2,0.5,Conad,negozio,0,7,28.02,191.77,3,53,0.36,0,0.523,0.236,0.336,cura_casa,7.4,10,2,0,771.38
CN004879,40,11,0.2,Conad City,misto,1,4,18.9,90.43,6,9,0.629,0,0.627,0.639,0.83,surgelati,16.0,10,6,0,2775.55
CN004880,56,4,0.6,Conad,negozio,0,3,9.37,24.68,2,55,0.371,0,0.536,0.323,0.316,bio_benessere,9.5,3,4,1,277.8
CN004881,55,4,4.6,Conad City,negozio,1,3,7.41,23.51,1,15,0.382,1,0.54,0.478,0.569,cura_persona,17.7,3,0,0,1019.82
CN004882,64,3,1.0,Conad,negozio,0,3,27.57,85.69,5,12,0.506,0,0.619,0.515,0.659,pescheria,14.7,12,8,0,2841.63
CN004883,56,10,0.4,Conad Superstore,negozio,0,4,27.73,113.2,2,16,0.469,0,0.729,0.569,0.782,macelleria,22.1,10,2,0,2734.55
CN004884,46,6,2.9,Conad City,negozio,1,7,25.0,154.73,1,7,0.428,0,0.56,0.43,0.551,cura_casa,16.4,10,5,0,2221.29
CN004885,43,0,1.5,Conad,negozio,0,6,23.04,122.95,2,47,0.208,0,0.556,0.208,0.208,bio_benessere,16.2,8,5,1,748.81
CN004886,55,13,2.6,Conad Superstore,misto,1,9,29.86,276.79,2,5,0.113,0,0.661,0.26,0.116,pescheria,12.7,15,4,0,4149.0
CN004887,45,3,6.4,Conad,negozio,0,4,23.36,83.98,3,29,0.283,1,0.555,0.383,0.469,ortofrutta,15.0,6,0,1,908.06
CN004888,49,6,7.6,Conad Superstore,online,1,3,56.59,208.55,1,15,0.6,0,0.788,0.574,0.828,ortofrutta,16.3,11,8,0,2468.6
CN004889,56,6,11.0,Conad City,negozio,0,5,17.27,90.32,3,31,0.451,0,0.442,0.414,0.617,cura_persona,11.6,11,1,1,837.75
CN004890,50,7,1.9,Conad City,negozio,0,5,24.71,136.48,3,16,0.361,0,0.586,0.392,0.631,bio_benessere,22.0,3,3,0,1811.31
CN004891,53,9,1.2,Conad City,online,1,8,42.38,305.83,7,2,0.363,0,0.731,0.384,0.515,macelleria,12.0,4,10,0,7811.23
CN004892,36,5,2.6,Conad Superstore,negozio,0,4,23.39,102.01,2,8,0.354,0,0.599,0.414,0.614,ortofrutta,20.2,6,7,0,1462.22
CN004893,68,6,0.8,Conad,negozio,0,4,10.78,51.82,1,14,0.077,0,0.528,0.182,0.173,surgelati,10.5,9,5,0,1197.71
CN004894,31,4,2.9,Conad City,misto,1,1,5.0,5.15,3,21,0.492,0,0.472,0.559,0.715,surgelati,14.2,27,2,0,756.23
CN004895,55,3,1.8,Conad,negozio,0,2,14.22,30.92,2,36,0.474,1,0.386,0.519,0.755,macelleria,18.7,3,1,0,390.67
CN004896,41,9,1.7,Conad City,online,0,7,19.94,141.18,8,3,0.338,0,0.618,0.296,0.442,pescheria,18.1,23,0,0,4065.38
CN004897,64,7,2.0,Conad Superstore,negozio,0,1,40.05,37.74,2,11,0.4,0,0.773,0.575,0.669,ortofrutta,16.5,27,3,0,1986.79
CN004898,61,1,7.6,Conad,negozio,0,3,40.54,123.73,4,55,0.16,1,0.757,0.16,0.055,pescheria,11.2,2,10,1,475.23
CN004899,48,3,0.4,Conad City,negozio,0,1,24.56,27.11,3,14,0.424,0,0.609,0.459,0.48,dispensa,18.4,19,7,1,923.63
CN004900,71,10,4.8,Conad City,negozio,1,3,25.64,73.67,1,27,0.352,0,0.515,0.283,0.428,cura_persona,18.2,1,0,0,1469.04
CN004901,45,5,4.4,Conad,negozio,0,8,5.0,45.56,1,4,0.593,1,0.416,0.683,0.863,dispensa,12.1,10,2,0,1969.48
CN004902,61,3,0.5,Conad City,negozio,0,2,24.18,46.27,4,28,0.325,0,0.59,0.355,0.41,pescheria,15.6,3,8,1,1297.66
CN004903,37,1,0.2,Conad Superstore,negozio,0,11,31.88,350.44,8,9,0.595,0,0.557,0.606,0.707,cura_persona,9.4,22,6,0,5605.23
CN004904,54,5,0.9,Conad Superstore,negozio,1,6,40.43,250.14,1,16,0.411,1,0.633,0.286,0.412,dispensa,12.6,27,2,0,1777.77
CN004905,34,0,6.0,Conad,misto,1,2,47.39,85.54,8,20,0.037,0,0.751,0.129,0.04,pescheria,26.5,12,2,0,1957.88
CN004906,48,4,5.3,Conad,misto,1,3,41.88,108.24,1,22,0.416,0,0.7,0.455,0.425,macelleria,9.2,23,4,1,1425.32
CN004907,47,9,2.9,Conad City,misto,1,17,36.39,647.38,11,3,0.413,0,0.544,0.393,0.6,surgelati,17.2,1,1,0,18000.0
CN004908,61,3,3.2,Conad City,negozio,0,2,5.0,10.95,2,44,0.429,0,0.487,0.467,0.652,ortofrutta,12.1,16,4,1,387.97
CN004909,38,3,5.4,Conad City,negozio,0,4,5.64,21.52,1,34,0.343,0,0.497,0.385,0.61,pescheria,18.5,27,4,0,434.48
CN004910,90,15,8.7,Conad,negozio,1,6,28.15,173.32,8,7,0.224,0,0.588,0.305,0.286,bio_benessere,17.8,1,9,0,6784.53
CN004911,27,1,7.5,Conad City,negozio,0,6,5.0,25.42,4,9,0.199,0,0.475,0.238,0.413,cura_persona,23.0,15,10,0,1395.47
CN004912,51,3,14.3,Conad,negozio,0,1,32.84,28.46,1,13,0.232,0,0.617,0.169,0.23,bio_benessere,9.8,15,6,1,898.21
CN004913,52,6,0.2,Conad,negozio,1,8,33.25,236.97,2,6,0.071,0,0.632,0.146,0.086,gastronomia,30.4,5,7,0,4200.51
CN004914,56,10,8.4,Conad Superstore,online,1,4,16.89,65.86,5,11,0.359,0,0.616,0.439,0.492,surgelati,4.4,16,1,0,2478.44
CN004915,40,2,5.5,Conad Superstore,negozio,1,2,52.14,101.46,5,15,0.2,0,0.864,0.361,0.251,ortofrutta,12.3,26,8,1,2534.6
CN004916,52,4,3.5,Conad,negozio,0,3,29.26,91.97,1,23,0.548,0,0.523,0.604,0.801,cura_casa,32.1,9,10,0,743.89
CN004917,40,4,0.4,Conad,negozio,0,2,5.0,9.0,1,35,0.068,0,0.477,0.114,0.005,surgelati,12.4,10,10,0,409.85
CN004918,76,8,4.2,Conad Superstore,negozio,1,4,38.34,191.96,7,13,0.486,0,0.674,0.387,0.631,ortofrutta,6.7,10,5,0,3344.28
CN004919,38,0,0.7,Conad City,misto,0,1,19.28,19.17,3,19,0.816,0,0.569,0.828,0.97,dispensa,16.9,22,10,0,547.65
CN004920,46,5,2.1,Conad City,online,0,9,24.87,233.72,10,4,0.302,0,0.655,0.364,0.44,cura_persona,12.3,27,7,0,5721.51
CN004921,38,10,1.5,Conad,online,1,7,31.6,273.08,3,4,0.394,1,0.486,0.433,0.371,macelleria,14.3,11,1,0,3905.63
CN004922,36,0,7.2,Conad Superstore,misto,1,4,44.11,170.46,3,26,0.423,0,0.808,0.381,0.614,pescheria,12.5,4,1,1,2178.62
CN004923,27,0,0.7,Conad City,misto,1,4,30.41,106.61,7,7,0.475,0,0.535,0.446,0.666,bio_benessere,21.1,16,9,0,3209.95
CN004924,58,10,13.9,Conad Superstore,negozio,0,11,18.55,177.48,5,5,0.206,0,0.594,0.291,0.382,surgelati,12.2,19,8,0,4049.65
CN004925,38,2,3.6,Conad,negozio,1,15,13.44,246.29,11,3,0.27,0,0.546,0.226,0.191,cura_persona,14.5,25,4,0,8393.08
CN004926,36,4,1.4,Conad,online,1,8,43.03,324.33,5,5,0.464,0,0.703,0.55,0.714,surgelati,16.2,20,3,0,3978.19
CN004927,34,0,0.5,Conad,negozio,0,1,41.17,38.22,4,44,0.2,0,0.678,0.0,0.199,gastronomia,8.0,16,10,1,1077.52
CN004928,53,2,1.2,Conad,negozio,1,6,26.02,158.49,3,13,0.479,0,0.568,0.672,0.684,cura_persona,7.7,6,6,0,2660.03
CN004929,48,5,14.5,Conad Superstore,online,1,3,55.53,173.62,3,13,0.331,0,0.832,0.238,0.346,ortofrutta,19.1,12,10,1,3246.38
CN004930,48,3,1.2,Conad,negozio,0,1,32.64,39.28,1,34,0.344,0,0.696,0.382,0.546,cura_persona,16.3,12,9,0,875.44
CN004931,37,7,3.2,Conad,misto,1,4,43.71,171.48,5,5,0.224,0,0.708,0.327,0.341,macelleria,19.8,21,1,0,3668.03
CN004932,55,8,3.1,Conad,misto,1,4,6.99,29.61,4,5,0.677,0,0.669,0.693,0.879,cura_casa,14.5,1,10,0,1727.62
CN004933,38,1,2.9,Conad,negozio,0,6,49.81,288.32,5,35,0.428,0,0.794,0.501,0.593,bio_benessere,20.7,10,2,0,2097.82
CN004934,49,7,5.7,Conad Superstore,online,1,2,36.63,76.31,1,28,0.35,0,0.611,0.451,0.4,dispensa,16.6,22,0,1,1420.47
CN004935,46,0,9.5,Conad,negozio,1,1,12.79,13.24,1,20,0.321,0,0.531,0.298,0.295,bio_benessere,14.6,4,10,1,480.42
CN004936,23,0,4.9,Conad City,negozio,1,6,22.32,136.07,2,50,0.343,0,0.459,0.32,0.446,bio_benessere,16.1,15,7,0,778.13
CN004937,78,9,4.3,Conad Superstore,negozio,0,5,34.91,214.39,2,20,0.886,0,0.687,0.894,1.0,pescheria,-0.9,26,2,0,3191.58
CN004938,57,10,5.4,Conad City,negozio,1,9,5.0,52.77,2,5,0.098,0,0.428,0.157,0.098,bio_benessere,11.2,6,3,0,1722.67
CN004939,51,3,2.9,Conad City,negozio,0,2,30.17,54.33,5,40,0.66,0,0.624,0.627,0.774,dispensa,11.5,14,2,0,1051.04
CN004940,53,0,2.6,Conad,negozio,0,1,12.86,12.64,1,129,0.558,0,0.556,0.534,0.65,macelleria,15.4,17,5,1,117.27
CN004941,79,3,1.0,Conad City,negozio,0,1,24.25,22.19,1,44,0.695,0,0.543,0.681,0.898,pescheria,14.7,5,6,1,579.13
CN004942,65,2,11.7,Conad Superstore,negozio,1,2,28.55,67.58,2,46,0.471,0,0.669,0.481,0.652,dispensa,11.6,5,9,1,551.11
CN004943,53,4,1.9,Conad City,negozio,1,4,12.06,44.1,3,30,0.315,0,0.419,0.392,0.515,dispensa,11.2,14,6,0,1421.69
CN004944,37,2,7.3,Conad,misto,0,6,20.23,138.2,2,7,0.454,0,0.606,0.587,0.721,surgelati,10.8,5,4,0,1939.76
CN004945,40,0,1.3,Conad,negozio,0,7,33.13,267.79,6,35,0.378,0,0.608,0.428,0.523,macelleria,11.4,17,9,1,2196.36
CN004946,21,0,2.9,Conad City,misto,1,3,42.1,112.27,4,26,0.482,1,0.667,0.623,0.638,cura_persona,30.8,5,9,1,1463.05
CN004947,42,5,0.5,Conad,negozio,0,3,37.97,96.64,4,19,0.617,1,0.73,0.666,0.811,dispensa,14.3,27,5,1,1647.79
CN004948,58,2,1.5,Conad City,negozio,0,1,19.99,16.44,6,15,0.342,0,0.634,0.336,0.464,ortofrutta,16.9,4,0,0,1380.41
CN004949,58,7,2.7,Conad,negozio,1,3,24.63,81.79,4,16,0.255,0,0.607,0.306,0.309,bio_benessere,16.4,17,6,1,1671.75
CN004950,57,7,0.2,Conad,negozio,0,4,28.93,124.29,2,17,0.26,0,0.702,0.233,0.289,gastronomia,21.5,28,5,0,1342.53
CN004951,40,6,3.5,Conad,misto,0,3,45.72,144.85,4,9,0.417,0,0.748,0.552,0.717,ortofrutta,15.5,7,7,0,3685.25
CN004952,56,1,0.3,Conad City,negozio,0,3,5.57,18.93,2,31,0.172,0,0.355,0.327,0.15,surgelati,10.7,13,6,1,510.32
CN004953,60,6,0.7,Conad Superstore,negozio,0,2,35.76,67.25,2,14,0.32,1,0.697,0.32,0.446,ortofrutta,13.8,6,3,0,1396.35
CN004954,18,0,5.1,Conad,online,1,2,18.74,36.98,4,37,0.28,0,0.356,0.212,0.285,surgelati,8.7,13,8,1,727.08
CN004955,53,11,1.9,Conad,misto,1,6,36.61,281.63,6,4,0.577,0,0.69,0.521,0.727,ortofrutta,17.9,16,10,0,4876.33
CN004956,79,10,2.0,Conad City,negozio,1,5,40.23,212.18,5,14,0.267,0,0.65,0.273,0.299,dispensa,23.3,17,5,0,5048.53
CN004957,44,6,5.2,Conad City,negozio,1,8,24.79,167.37,3,5,0.174,0,0.446,0.163,0.211,surgelati,13.4,3,2,0,2987.15
CN004958,18,0,0.3,Conad City,negozio,1,2,5.0,11.01,1,31,0.269,0,0.306,0.209,0.229,surgelati,14.2,26,5,0,518.1
CN004959,36,1,2.6,Conad City,negozio,1,5,21.87,130.46,3,12,0.283,1,0.607,0.27,0.255,cura_persona,17.4,3,9,0,1219.05
CN004960,21,0,2.4,Conad,negozio,0,7,17.7,114.14,2,12,0.172,0,0.569,0.264,0.39,macelleria,11.6,9,4,1,1138.21
CN004961,38,1,2.5,Conad,negozio,1,1,18.09,20.83,3,26,0.393,0,0.57,0.486,0.497,cura_persona,6.4,3,10,1,646.05
CN004962,30,1,0.4,Conad City,misto,1,2,20.64,41.62,3,9,0.342,0,0.556,0.364,0.444,dispensa,13.1,18,4,0,1061.29
CN004963,62,11,0.3,Conad City,negozio,0,8,23.54,180.92,1,8,0.31,1,0.524,0.486,0.591,dispensa,8.7,15,9,0,2073.56
CN004964,60,6,0.6,Conad City,negozio,0,4,19.0,72.63,3,21,0.452,0,0.516,0.449,0.691,dispensa,21.6,19,8,0,1895.31
CN004965,53,3,9.2,Conad,misto,1,3,15.68,48.86,4,10,0.508,0,0.484,0.453,0.728,cura_casa,15.4,20,7,1,1764.57
CN004966,66,6,0.9,Conad City,misto,0,2,10.05,18.62,3,85,0.094,0,0.518,0.083,0.136,ortofrutta,13.1,26,6,1,276.77
CN004967,40,0,1.0,Conad City,negozio,1,3,10.67,31.1,1,72,0.152,0,0.487,0.118,0.064,bio_benessere,25.6,2,3,1,380.7
CN004968,49,5,2.9,Conad,negozio,0,1,19.8,21.96,1,20,0.483,0,0.444,0.471,0.64,dispensa,11.0,17,6,0,761.83
CN004969,81,11,3.1,Conad,online,0,1,10.3,10.77,1,13,0.474,0,0.52,0.483,0.516,cura_casa,22.7,13,0,1,1015.5
CN004970,57,6,5.3,Conad City,misto,1,1,23.08,24.66,3,32,0.514,1,0.611,0.633,0.766,pescheria,18.4,9,5,1,734.49
CN004971,57,5,3.3,Conad Superstore,online,1,5,34.74,163.03,6,15,0.194,0,0.591,0.217,0.17,surgelati,17.5,27,8,0,3223.21
CN004972,36,0,9.4,Conad,negozio,1,3,6.98,20.64,1,27,0.224,0,0.339,0.268,0.284,dispensa,23.3,6,6,1,479.9
CN004973,42,3,4.7,Conad,negozio,0,4,27.36,117.08,4,35,0.291,0,0.716,0.359,0.41,pescheria,15.9,7,0,1,1044.68
CN004974,33,0,4.0,Conad,misto,1,3,5.0,15.49,1,7,0.448,1,0.415,0.538,0.645,dispensa,7.2,12,7,0,714.23
CN004975,73,4,2.9,Conad,negozio,0,2,14.59,32.02,1,36,0.415,0,0.487,0.419,0.573,cura_persona,12.2,26,4,1,519.6
CN004976,25,0,1.3,Conad Superstore,misto,0,4,36.75,150.11,5,26,0.444,0,0.607,0.527,0.675,dispensa,17.5,5,0,0,2260.52
CN004977,62,8,1.2,Conad,online,0,5,21.96,97.53,7,12,0.336,0,0.625,0.386,0.45,cura_casa,15.4,23,8,0,2697.29
CN004978,57,5,3.6,Conad City,negozio,0,1,27.42,28.75,3,22,0.676,1,0.628,0.627,0.808,surgelati,18.7,26,9,1,778.39
CN004979,24,4,1.1,Conad,misto,1,5,33.15,146.17,3,13,0.709,0,0.703,0.759,0.901,cura_persona,10.9,5,0,0,2757.63
CN004980,65,5,4.0,Conad,negozio,1,2,18.31,36.43,3,27,0.16,1,0.473,0.068,0.22,cura_persona,19.0,24,0,1,560.12
CN004981,44,1,2.7,Conad Superstore,online,1,5,40.81,236.8,5,8,0.294,0,0.787,0.399,0.444,ortofrutta,14.3,21,10,0,4186.15
CN004982,28,2,0.5,Conad,misto,0,2,25.84,50.24,3,6,0.558,0,0.542,0.598,0.813,bio_benessere,17.1,7,7,0,1057.91
CN004983,53,8,1.4,Conad,negozio,0,4,13.59,49.48,1,5,0.498,0,0.54,0.512,0.721,pescheria,17.5,12,1,0,1191.64
CN004984,36,5,0.7,Conad City,negozio,0,7,40.01,286.92,8,4,0.304,0,0.795,0.337,0.368,gastronomia,10.7,10,10,0,5015.69
CN004985,45,3,3.4,Conad,negozio,0,4,5.0,21.44,5,15,0.395,0,0.485,0.441,0.613,pescheria,9.3,2,4,0,1282.83
CN004986,40,0,3.3,Conad City,negozio,1,1,19.19,18.12,4,20,0.154,0,0.655,0.203,0.117,bio_benessere,24.1,16,1,1,958.15
CN004987,35,7,1.6,Conad Superstore,online,1,9,41.46,384.45,7,4,0.406,0,0.705,0.379,0.663,surgelati,21.7,4,9,0,7721.63
CN004988,30,5,3.9,Conad,misto,1,7,36.41,275.33,6,2,0.059,0,0.7,0.0,0.122,bio_benessere,7.0,28,5,0,3986.72
CN004989,60,6,7.5,Conad,negozio,1,1,9.36,7.94,4,40,0.475,1,0.511,0.459,0.731,dispensa,12.9,16,6,1,575.17
CN004990,53,6,0.8,Conad,negozio,0,2,33.15,68.43,3,20,0.211,0,0.81,0.202,0.207,ortofrutta,13.8,5,1,0,1623.42
CN004991,52,8,0.6,Conad City,misto,0,6,5.0,30.05,3,12,0.412,0,0.309,0.472,0.589,surgelati,9.6,2,10,0,912.06
CN004992,43,4,6.0,Conad City,negozio,0,3,9.17,25.59,4,22,0.374,0,0.455,0.359,0.539,surgelati,14.3,1,8,1,940.82
CN004993,49,6,1.7,Conad,online,1,5,29.03,156.92,3,10,0.346,0,0.705,0.408,0.496,pescheria,22.4,10,10,0,3336.6
CN004994,37,7,6.3,Conad,misto,1,7,19.44,165.07,4,6,0.216,1,0.495,0.242,0.247,pescheria,15.5,16,2,1,2612.1
CN004995,37,2,1.4,Conad Superstore,negozio,0,2,31.53,57.17,1,12,0.348,0,0.704,0.338,0.414,macelleria,7.2,27,6,0,1287.34
CN004996,74,12,4.2,Conad,negozio,0,5,36.25,196.91,4,17,0.657,0,0.788,0.617,0.837,pescheria,15.7,21,9,0,4185.41
CN004997,61,5,10.2,Conad,misto,1,6,17.89,87.58,4,11,0.277,0,0.594,0.285,0.323,surgelati,14.9,3,4,0,1961.94
CN004998,40,0,1.0,Conad,negozio,1,5,27.49,116.15,3,47,0.383,0,0.767,0.433,0.499,surgelati,17.2,8,5,1,1130.39
CN004999,26,0,1.9,Conad,negozio,1,3,27.38,84.6,6,26,0.236,0,0.509,0.341,0.254,pescheria,13.4,3,5,1,1825.18
CN005000,22,0,1.5,Conad,negozio,1,1,23.16,18.65,3,20,0.576,0,0.609,0.565,0.781,surgelati,26.0,2,1,0,1404.35
CN005001,38,6,2.8,Conad,negozio,1,7,29.66,201.56,4,6,0.395,1,0.616,0.483,0.594,cura_persona,11.2,1,8,0,3122.55
CN005002,50,5,6.6,Conad,negozio,0,6,18.65,107.86,3,9,0.158,0,0.57,0.201,0.292,surgelati,18.5,26,6,0,1671.94
CN005003,50,8,6.5,Conad Superstore,misto,0,4,25.17,111.65,1,11,0.371,1,0.719,0.362,0.511,dispensa,8.9,4,0,1,1603.87
CN005004,50,4,3.6,Conad City,negozio,0,5,22.08,92.37,5,9,0.344,0,0.572,0.252,0.414,gastronomia,12.2,9,1,0,2300.46
CN005005,53,7,3.6,Conad Superstore,negozio,0,4,40.81,159.7,3,11,0.601,0,0.706,0.701,0.879,gastronomia,15.3,9,10,0,2944.0
CN005006,32,3,1.1,Conad City,negozio,0,4,5.27,20.7,4,16,0.32,0,0.38,0.354,0.503,pescheria,20.5,3,5,0,937.63
CN005007,71,9,2.3,Conad Superstore,negozio,0,6,12.64,68.24,4,4,0.034,0,0.59,0.217,0.095,gastronomia,21.2,8,6,0,2138.8
CN005008,45,4,9.0,Conad City,negozio,0,8,27.35,204.72,1,7,0.563,1,0.437,0.44,0.78,cura_persona,13.3,5,10,0,1945.12
CN005009,52,2,7.2,Conad,misto,1,2,17.61,34.87,1,45,0.858,0,0.534,0.798,0.942,cura_persona,10.2,20,10,1,628.51
CN005010,38,1,0.2,Conad,negozio,0,3,29.21,105.27,2,17,0.665,0,0.617,0.529,0.944,cura_casa,9.9,23,5,0,1163.74
CN005011,53,0,0.5,Conad,negozio,0,1,28.46,26.08,6,35,0.156,0,0.533,0.202,0.215,bio_benessere,18.6,6,10,1,890.07
CN005012,79,14,5.1,Conad City,misto,1,4,12.16,46.75,2,5,0.326,0,0.41,0.441,0.358,dispensa,17.8,5,1,0,2077.37
CN005013,33,8,2.5,Conad,misto,1,13,16.88,263.29,5,3,0.289,1,0.349,0.478,0.363,dispensa,18.1,8,7,0,5715.61
CN005014,31,0,13.5,Conad City,negozio,0,2,33.96,69.01,5,70,0.304,1,0.623,0.474,0.516,bio_benessere,8.2,10,8,1,521.12
CN005015,35,6,0.2,Conad,negozio,1,9,37.29,325.88,9,4,0.491,0,0.717,0.468,0.667,macelleria,8.2,27,7,0,7944.49
CN005016,43,3,11.7,Conad,misto,1,3,26.47,91.72,3,17,0.27,0,0.662,0.297,0.365,bio_benessere,11.4,14,2,0,1579.46
CN005017,40,5,2.2,Conad,negozio,1,5,29.79,130.41,3,9,0.255,0,0.567,0.193,0.206,cura_casa,18.7,2,0,0,2419.27
CN005018,32,2,0.2,Conad City,misto,0,8,16.21,140.44,3,8,0.536,0,0.5,0.614,0.776,surgelati,15.5,11,5,0,2455.08
CN005019,47,8,2.1,Conad,negozio,0,7,16.54,92.82,2,5,0.182,0,0.481,0.34,0.257,dispensa,8.2,27,10,0,1859.24
CN005020,71,11,2.8,Conad Superstore,negozio,0,5,37.89,163.71,4,7,0.214,0,0.69,0.329,0.257,macelleria,19.5,10,8,0,4188.37
CN005021,46,0,0.8,Conad,negozio,0,3,18.09,57.44,4,29,0.115,0,0.554,0.195,0.196,cura_casa,16.2,11,9,1,571.24
CN005022,47,0,4.1,Conad,negozio,0,2,36.77,67.07,5,33,0.484,0,0.725,0.521,0.802,macelleria,15.9,14,0,1,1424.44
CN005023,53,8,1.6,Conad,negozio,0,10,22.47,215.21,2,31,0.448,0,0.685,0.348,0.531,macelleria,18.6,10,3,0,2421.97
CN005024,58,6,4.8,Conad City,negozio,1,3,5.0,13.78,4,13,0.649,0,0.333,0.508,0.926,dispensa,8.0,22,5,0,1218.55
CN005025,69,10,1.9,Conad Superstore,negozio,1,8,26.65,216.22,4,22,0.268,0,0.61,0.297,0.301,ortofrutta,14.7,12,9,0,3610.5
CN005026,52,2,0.4,Conad City,negozio,0,3,5.0,18.17,1,7,0.166,0,0.28,0.171,0.097,dispensa,21.7,28,4,0,790.08
CN005027,48,1,4.1,Conad,negozio,0,1,16.3,13.38,3,14,0.31,0,0.626,0.353,0.354,macelleria,20.8,15,0,1,947.04
CN005028,33,0,0.2,Conad,online,1,2,25.83,47.22,3,53,0.329,0,0.516,0.372,0.504,bio_benessere,12.9,8,2,0,374.0
CN005029,59,4,0.5,Conad,negozio,1,3,36.5,110.42,6,19,0.35,1,0.775,0.428,0.581,cura_casa,11.2,24,9,0,2549.08
CN005030,35,1,13.4,Conad Superstore,negozio,0,2,18.22,33.73,2,18,0.127,0,0.453,0.136,0.097,cura_casa,13.0,24,8,0,670.31
CN005031,35,0,2.9,Conad,negozio,0,2,34.42,71.09,3,75,0.414,0,0.607,0.577,0.722,macelleria,12.6,24,0,1,336.04
CN005032,51,7,2.2,Conad Superstore,negozio,0,3,50.2,165.51,2,21,0.103,0,0.669,0.288,0.201,macelleria,14.9,10,1,0,2299.34
CN005033,71,6,2.9,Conad,negozio,1,1,48.53,45.19,3,53,0.215,0,0.687,0.303,0.2,bio_benessere,29.7,3,10,1,737.26
CN005034,59,5,9.0,Conad Superstore,negozio,0,1,32.38,28.85,1,29,0.551,0,0.581,0.686,0.91,ortofrutta,14.9,8,0,1,572.95
CN005035,47,7,3.0,Conad City,misto,1,7,33.8,266.62,5,4,0.088,0,0.601,0.173,0.075,ortofrutta,19.2,15,8,0,5285.77
CN005036,33,2,0.2,Conad Superstore,negozio,1,1,16.12,17.22,1,37,0.434,0,0.509,0.523,0.628,dispensa,20.7,8,0,0,563.69
CN005037,71,13,0.5,Conad,negozio,1,4,31.52,133.86,8,3,0.471,0,0.615,0.605,0.695,surgelati,13.0,15,9,0,4534.4
